,y,tsw00,tsw01,tsw02,tsw03,tsw04,tsw05,tsw06,tsw07,tsw08,tsw09,tsw10,tsw11,tsw12,pcd00,pcd01,pcd02,pcd03,pcd04,pcd05,pcd06,pcd07,pcd08,pcd09,pcd10,pcd11,pcd12,pcn00,pcn01,pcn02,pcn03,pcn04,pcn05,pcn06,pcn07,pcn08,pcn09,pcn10,pcn11,pcn12,icend,icemh,icedu,iceon,iceof,iceth,ebint,ebhex,depth,area,longitude,latitude,lonCentroid,latCentroid,lonPreData,latPreData,lonField,latField,areaPreData,areaShapefile,secchi,NVEID,NVEREGINE,SMHIID,EUCD,VDRID,COMSATID,name,date,time,altitude,lake_id
29,4.5,5.3820763031234,0.08425806451612904,0.024457142857142858,0.019880645161290324,0.6608733333333334,4.838967741935484,11.161886666666668,13.77818064516129,13.115403225806451,11.01502,7.02491935483871,2.6218333333333335,0.23923548387096774,34.8928948358719,40.0,40.0,40.0,40.0,35.82611235883454,21.203422521933184,15.186094321162603,27.305775495199093,39.193333333333335,40.0,40.0,40.0,5.358333333333333,0.0,0.0,0.0,0.0,4.0,18.3,26.3,14.8,0.9,0.0,0.0,0.0,139.2,0.3785,143.7,338.2,116.7,0.6,6508730.0,0x6350ba,19.5,4416622.0,6.682366099999999,62.527419900000005,6.682366099999999,62.527419900000005,6.63278,62.53333000000001,6.632783333333331,62.5333333333333,4400000,4416622,6.0,1983.0,101.6B,,,,277,Engsetdalsvatnet,20.07.2011,11:49,43.0,
30,4.5,4.353610501792115,0.0,0.0,0.0,0.016540000000000003,1.817858064516129,9.267230000000001,13.119948387096775,12.076664516129032,9.773523333333333,5.287548387096775,0.7942133333333332,0.0898,22.770931318083363,26.0,26.0,26.0,26.0,24.063524892334094,15.738867927073965,9.406694905113428,16.70938933143007,25.33269876104886,26.0,26.0,26.0,5.716666666666667,0.0,0.0,0.0,0.0,2.8,15.2,28.5,20.2,1.9,0.0,0.0,0.0,190.2,0.5889000000000001,194.8,313.3,142.9,0.4,6883883.0,0x690a2b,34.5,1439289.0,6.113180000000001,62.14004129999999,6.113180000000001,62.14004129999999,6.118469999999999,62.140530000000005,6.11846666666667,62.1405333333333,1400000,1439289,5.0,1941.0,094.6B,,,,285,Rotevatnet,23.07.2011,13:40,47.0,
31,4.5,6.629282088453661,0.0035903225806451613,0.06516785714285714,0.09250645161290322,1.1679400000000002,6.001074193548388,12.367583333333332,14.904522580645159,14.352596774193552,13.046516666666665,9.795603225806452,5.984393333333333,1.769890322580645,40.510991054043586,50.0,50.0,50.0,50.0,43.251740372274284,14.1366951039743,11.500948736520915,25.496647610717872,41.74586082503559,50.0,50.0,50.0,7.9,0.0,0.0,0.0,0.0,5.1,25.9,29.7,22.7,11.4,0.0,0.0,0.0,116.5,0.39,119.3,352.77777777777777,108.1,0.2,7449222.0,0x71aa86,33.0,84527108.0,11.858242,59.14311070000001,11.858242,59.14311070000001,11.68437,59.147130000000004,11.684366666666698,59.1471333333333,6590000,84527108,1.9,318.0,001.C31,,,,353,Aspern,29.07.2011,11:53,106.0,
32,4.5,6.635941362007169,0.0,0.0,0.0,0.9055433333333331,6.915016129032258,13.971466666666668,15.945448387096775,14.968841935483871,13.271516666666667,8.784161290322581,4.241460000000001,0.6278419354838709,21.285026713055295,25.0,25.0,25.0,25.0,19.464488145729042,9.146342273601444,10.364833394555077,17.34486397619024,24.099792766587786,25.0,25.0,25.0,8.149999999999999,0.0,0.0,0.0,0.0,9.9,27.3,30.9,25.5,4.2,0.0,0.0,0.0,131.3,0.41390000000000005,131.3,345.7,111.8,0.0,7514322.0,0x72a8d2,33.0,7141816.0,11.702805099999999,59.1582753,11.702805099999999,59.1582753,11.68437,59.147130000000004,11.684366666666698,59.1471333333333,6590000,7141816,1.9,318.0,001.C31,,,,353,Aspern,29.07.2011,11:53,106.0,
33,4.5,6.373755976702508,0.0,0.0,0.0,0.2203933333333333,6.313416129032257,15.216289999999997,16.73476451612903,15.177019354838711,12.460706666666669,7.642061290322582,2.5243333333333338,0.1960870967741935,23.71603751747805,32.0,32.0,32.0,32.0,21.26537466235474,5.646725783151941,6.941963508743501,9.777688538099705,17.293161517314395,31.667536200072313,32.0,32.0,11.008333333333333,0.0,0.0,0.0,0.0,12.4,29.9,31.0,31.0,26.6,1.2,0.0,0.0,155.7,0.5235000000000001,157.4,330.9,123.1,0.2,7758579.0,0x7662f3,33.0,2661301.0,10.782546,59.784361700000005,10.782546,59.784361700000005,10.77485,59.7897,10.77485,59.7897,2640000,2661301,3.3,297.0,005.4B,,,,170,Gjersjøen,08.08.2011,14:00,40.0,
34,4.5,5.8283174820788535,0.0,0.0,0.0,0.0,5.055522580645161,14.310733333333335,15.885419354838707,14.431338709677423,11.999240000000002,6.8005903225806446,1.3971300000000002,0.05983548387096773,10.224935855073394,12.0,12.0,12.0,12.0,9.609199725805144,4.601230275645263,5.694201607621677,7.717023503742129,11.077575148066531,12.0,12.0,12.0,9.241666666666667,0.0,0.0,0.0,0.0,9.3,29.3,31.0,30.8,10.5,0.0,0.0,0.0,173.4,0.5368,173.8,320.8,129.4,0.1,8154555.0,0x7c6dbb,12.0,1401538.0,14.432280599999999,59.8723235,14.432280599999999,59.8723235,14.419979999999999,59.87902,14.4199833333333,59.8790166666667,1400000,1401538,2.0,,,663823-142444,SE663823-142444,663942-142417,3029,Örlingen,04.08.2011,12:50,190.0,
35,4.5,6.410461774193548,0.0,0.0,0.0,0.61537,6.927870967741936,15.638383333333334,16.81845806451613,15.224554838709675,12.328866666666666,7.083070967741935,2.07116,0.2178064516129033,19.193598757778773,26.0,26.0,26.0,25.78,15.923069605767427,4.94248336466365,6.082685197406627,8.22648523053044,13.777445110562567,25.591016584414547,26.0,26.0,11.308333333333334,0.0,0.0,0.0,0.3,14.3,29.9,31.0,31.0,27.2,2.0,0.0,0.0,156.1,0.5336000000000001,158.3,327.6,120.7,0.3,8515280.0,0x81eed0,15.0,1171606.0,10.4859377,59.581959,10.4859377,59.581959,10.48715,59.58175,10.48715,59.58175,1160000,1171606,2.1,309.0,010.3B,,,,191,Rødbyvatnet,09.08.2011,15:00,118.0,
36,4.5,6.45764853046595,0.0,0.0,0.0,0.09936,5.132429032258065,13.514813333333333,15.903954838709677,14.927387096774194,13.061646666666665,9.285603225806451,4.9280333333333335,0.6385548387096773,29.09433077517651,37.0,37.0,37.0,37.0,31.483529053636424,8.863693656613671,8.623246829431231,13.567259465225215,27.59424029721155,37.0,37.0,37.0,9.375,0.0,0.0,0.0,0.0,5.6,28.1,31.0,30.2,17.6,0.0,0.0,0.0,145.5,0.5231,145.5,343.7,124.0,0.0,8725679.0,0x8524af,15.0,32163146.0,13.3799087,59.673812100000006,13.3799087,59.673812100000006,13.396770000000002,59.62987,13.396766666666698,59.6298666666667,32030000,32163146,4.05,,,661264-136508,SE661264-136508,660509-136871,2870,Visten,03.08.2011,11:05,63.0,
37,4.5,4.792423951612903,0.0,0.0,0.0,0.0,0.7708709677419355,10.670466666666666,14.65991935483871,13.3899,11.165956666666665,6.256070967741936,0.5882866666666666,0.007616129032258065,15.560616385285794,18.0,18.0,18.0,18.0,17.771338112123438,8.676789874719622,6.940139984915973,10.738407285598807,16.60072136607169,18.0,18.0,18.0,7.666666666666667,0.0,0.0,0.0,0.0,0.6,21.4,31.0,30.3,8.7,0.0,0.0,0.0,200.8,0.7482,201.3,310.8,146.9,0.1,9189278.0,0x8c379e,21.0,4355549.0,12.320432499999999,60.8805608,12.320432499999999,60.8805608,12.3111,60.863969999999995,12.3111,60.8639666666667,5180000,4355549,1.0,159.0,002.GCB,,,,2888,Halsjøen,30.07.2011,17:23,299.0,
38,4.5,4.413658010752689,0.0,0.0,0.0,0.0,0.8227354838709677,8.522586666666665,12.397303225806453,12.032009677419355,10.760716666666667,6.808558064516129,1.5825766666666667,0.03740967741935484,22.549109544826756,25.0,25.0,25.0,25.0,25.0,16.602180072526902,10.441231732390438,19.134335131312397,24.411567601691353,25.0,25.0,25.0,4.841666666666667,0.0,0.0,0.0,0.0,0.0,13.6,27.2,16.2,1.1,0.0,0.0,0.0,184.8,0.6820999999999999,184.8,325.0,144.6,0.0,9420448.0,0x8fbea0,25.5,27164788.0,12.9926379,60.90929620000001,12.9926379,60.90929620000001,12.96573,60.918780000000005,12.9657333333333,60.9187833333333,27050000,27164788,2.15,,,676158-134299,SE676158-134299,674494-133263,2887,Tisjön,31.07.2011,10:59,431.0,
39,4.5,7.003260361623143,0.8134870967741936,0.8089392857142859,1.3653741935483874,3.6969866666666666,7.983309677419354,13.13777,14.594770967741937,13.884061290322583,12.225666666666667,8.426090322580645,4.938513333333333,2.164154838709677,32.67697690376819,37.0,37.0,37.0,37.0,30.121512777551963,16.2284585166634,19.10523279217142,30.795185425498204,36.873333333333335,37.0,37.0,37.0,4.7749999999999995,0.0,0.0,0.0,0.0,7.1,22.1,20.4,7.5,0.2,0.0,0.0,0.0,42.6,0.1728,65.2,349.3333333333333,55.7,1.3,9455305.0,0x9046c9,90.0,2692589.0,5.9800544,59.09765279999999,5.9800544,59.09765279999999,5.97535,59.09575,5.97535,59.09575,2660000,2692589,5.5,1679.0,033.1B,,,,395,Vostervatnet,21.07.2011,14:02,54.0,
40,4.5,6.421925643241167,0.2491161290322581,0.13419642857142858,0.34054193548387096,2.3093766666666666,7.550022580645162,13.273603333333332,14.499183870967745,13.54478387096774,11.889146666666667,8.03466129032258,4.138123333333333,1.1003516129032256,35.04046619474835,42.0,42.0,42.0,42.0,30.750073361162606,12.897549210085472,15.057490087423124,26.764110689236382,41.016370989072584,42.0,42.0,42.0,7.024999999999999,0.0,0.0,0.0,0.0,10.1,26.2,28.5,18.2,1.3,0.0,0.0,0.0,99.8,0.27179999999999993,110.1,347.9,92.8,0.9,9491003.0,0x90d23b,12.0,2135154.0,5.8730225,58.7606204,5.8730225,58.7606204,5.8705,58.76263,5.8705,58.762633333333305,2110000,2135154,3.0,1546.0,028.C1,,,,374,Edlandsvatnet,21.07.2011,11:08,104.0,
41,4.5,5.007376612903226,0.0,0.0,0.0,0.0,1.4147258064516128,11.704310000000001,15.023696774193548,13.670774193548386,11.337306666666667,6.2355451612903225,0.6933833333333335,0.008777419354838709,13.851926074066167,16.0,16.0,16.0,16.0,15.392885491510828,7.046855596257555,6.73186891978431,10.074599861733954,14.976903019507352,16.0,16.0,16.0,7.8583333333333325,0.0,0.0,0.0,0.0,1.7,24.3,31.0,29.6,7.7,0.0,0.0,0.0,195.8,0.6899,195.8,313.0,143.6,0.0,9561357.0,0x91e50d,18.0,3393881.0,12.3858709,60.694374100000005,12.3858709,60.694374100000005,12.38702,60.695069999999994,12.387016666666698,60.6950666666667,3340000,3393881,1.3,182.0,002.GAB0,,,,252,Vermundsjøen,30.07.2011,15:32,215.0,
42,4.5,5.435310125448028,0.0,0.0,0.0,0.0,2.3699322580645164,12.948336666666668,15.506796774193546,14.110290322580644,11.795190000000002,7.0171161290322575,1.4188399999999999,0.05721935483870969,14.397161601731545,17.0,17.0,17.0,17.0,15.960166353678549,6.33139120888356,6.667361743280894,9.580580535767542,15.22643937916801,17.0,17.0,17.0,8.483333333333333,0.0,0.0,0.0,0.0,2.5,26.3,31.0,31.0,11.0,0.0,0.0,0.0,182.5,0.658,185.7,317.6,138.1,0.1,9879973.0,0x96c1a5,5.25,4147256.0,11.983063099999999,60.6817838,11.983063099999999,60.6817838,11.99235,60.68167,11.99235,60.6816666666667,3980000,4147256,1.15,239.0,002.H1AB,,,,214,Gjesåssjøen,30.07.2011,11:26,176.0,
43,4.5,7.0132839516129035,0.0,0.0,0.033280645161290326,1.0524466666666668,7.345419354838709,13.995356666666666,16.198167741935485,15.671358064516127,13.877926666666667,9.629167741935484,5.213299999999999,1.142983870967742,19.216195861485126,23.0,23.0,23.0,23.0,16.426325974246346,8.676195873283005,9.36163308193825,13.675361220793786,21.454834187560092,23.0,23.0,23.0,9.149999999999999,0.0,0.0,0.0,0.0,12.6,28.8,30.8,30.2,7.4,0.0,0.0,0.0,124.9,0.3842,124.9,349.6,109.3,0.0,10563534.0,0xa12fce,52.5,10039417.0,17.2545319,59.1218787,17.2545319,59.1218787,17.29833,59.092,17.2983333333333,59.092,9990000,10039417,2.5,,,655187-158633,SE655187-158633,653110-160070,2374,Klämmingen,02.08.2011,11:33,9.0,
44,4.5,5.23786950716846,0.0,0.0,0.0,0.0,3.071029032258064,13.696036666666668,15.324800000000002,13.656090322580647,10.93952666666667,5.695409677419355,0.45869333333333334,0.012848387096774194,11.650939637344745,14.0,14.0,14.0,14.0,12.301721560334348,4.436171593749753,5.378726073978943,7.547841420925444,12.14681499914845,14.0,14.0,14.0,9.325,0.0,0.0,0.0,0.0,5.0,29.3,31.0,31.0,15.6,0.0,0.0,0.0,191.5,0.6466999999999999,191.9,310.2,136.9,0.1,11524147.0,0xafd833,39.0,1091209.0,12.3437707,60.50138689999999,12.3437707,60.50138689999999,12.3412,60.4969,12.3412,60.4969,1090000,1091209,1.95,3866.0,312.2C,,,,2252,Rotnessjøen,30.07.2011,09:59,260.0,
45,4.5,2.781218360215054,0.0,0.0,0.0,0.0,0.0,3.3437833333333336,9.786038709677419,9.686474193548388,7.793323333333333,2.7490774193548386,0.015923333333333334,0.0,27.12905321629139,29.0,29.0,29.0,29.0,29.0,24.44953935289893,16.105258800536003,24.050507108728418,28.943333333333335,29.0,29.0,29.0,2.833333333333333,0.0,0.0,0.0,0.0,0.0,5.4,19.3,9.2,0.1,0.0,0.0,0.0,235.5,1.0427,235.5,297.9,168.2,0.0,11638293.0,0xb19615,40.5,1635030.0,7.750401200000001,59.7107084,7.750401200000001,59.7107084,7.75917,59.70705,7.75916666666667,59.70705,1620000,1635030,5.8,53.0,016.BEC3,,,,436,Grungevatnet,27.07.2011,12:49,540.0,
46,4.5,7.117177005248335,0.30435483870967744,0.30439642857142857,0.38025806451612904,2.2070399999999997,8.019422580645161,14.89358333333333,16.54180967741936,15.344793548387097,13.376253333333333,8.695809677419355,4.345180000000001,0.9932225806451612,29.780136487661274,37.0,37.0,37.0,36.88666666666667,24.446037278529545,9.468850081483964,10.71354455082508,20.280298331061225,33.56624094336878,37.0,37.0,37.0,8.825,0.0,0.0,0.0,0.1,13.2,28.1,31.0,26.6,6.9,0.0,0.0,0.0,98.7,0.3741,112.5,345.8,93.1,0.8,12413109.0,0xbd68b5,67.5,3684179.0,9.9046034,59.043997399999995,9.9046034,59.043997399999995,9.90917,59.02526999999999,9.90916666666667,59.025266666666695,3660000,3684179,4.3,433.0,015.5B,,,,487,Hallevatnet,26.07.2011,10:47,48.0,
47,4.5,6.881121227598567,0.0,0.0,0.0,1.3662066666666668,7.297609677419355,14.169453333333333,16.147632258064515,15.220480645161288,13.537823333333336,9.237380645161291,4.768713333333333,0.8281548387096773,23.445900579405837,28.0,28.0,28.0,28.0,21.416924539300446,9.398375164511252,10.36817302197343,17.815396023549006,26.351938203535923,28.0,28.0,28.0,8.500000000000002,0.0,0.0,0.0,0.0,10.2,27.5,31.0,26.7,6.6,0.0,0.0,0.0,127.0,0.3981,127.0,346.0,107.8,0.0,12521190.0,0xbf0ee6,27.75,10684443.0,11.4949301,59.1499757,11.4949301,59.1499757,11.4707,59.13316999999999,11.4707,59.133166666666696,10660000,10684443,2.1,316.0,001.A7,,,,2312,Femsjøen,29.07.2011,10:55,79.0,
48,4.5,5.427770241935484,0.0,0.0,0.0,0.0,2.1885612903225806,12.842866666666666,15.742574193548387,14.277793548387095,11.927796666666666,7.032383870967742,1.1062666666666667,0.015,12.029982726666761,14.0,14.0,14.0,14.0,13.181078200781561,5.667064914764681,6.029368078046241,8.630419230956779,12.851862295451841,14.0,14.0,14.0,8.383333333333333,0.0,0.0,0.0,0.0,2.5,26.6,31.0,31.0,9.5,0.0,0.0,0.0,188.2,0.6645999999999999,189.9,315.4,140.1,0.1,12742681.0,0xc27019,13.5,3793870.0,11.4487418,60.787628000000005,11.4487418,60.787628000000005,11.44073,60.786930000000005,11.440733333333302,60.7869333333333,3770000,3793870,1.8,253.0,002.DC3CB,,,,236,Rokossjøen,30.07.2011,13:10,215.0,
49,4.5,6.818600223374295,0.03966129032258065,0.03593214285714286,0.05880322580645161,1.8421333333333336,8.379970967741935,14.242349999999998,16.112490322580648,15.636080645161291,13.265063333333334,8.095112903225807,3.55824,0.5573645161290324,14.617684932069812,17.0,17.0,17.0,17.0,11.488653682976208,7.272403432829502,8.946477355654142,12.40581940315479,16.298865310223132,17.0,17.0,17.0,8.433333333333334,0.0,0.0,0.0,0.0,14.7,27.9,29.9,25.0,3.7,0.0,0.0,0.0,123.9,0.33020000000000005,129.1,339.2,103.1,0.3,13946620.0,0xd4cefc,21.0,1386234.0,18.5216024,59.5910863,18.5216024,59.5910863,18.52145,59.59112,18.52145,59.5911166666667,1380000,1386234,6.0,,,661084-165433,SE661084-165433,660882-165553,519,Langen,02.08.2011,13:05,28.0,
50,4.5,5.06902229390681,0.0,0.0,0.0,0.0,1.4681580645161287,10.381733333333333,14.115954838709678,13.566809677419354,11.609123333333333,7.521412903225807,2.112636666666666,0.05243870967741935,25.152882309859017,30.0,30.0,30.0,30.0,29.748387096774195,13.525239125709891,8.77938981249287,13.54064988017473,26.240921803156528,30.0,30.0,30.0,7.641666666666666,0.0,0.0,0.0,0.0,0.3,21.1,30.9,29.3,10.1,0.0,0.0,0.0,179.0,0.6333999999999999,179.0,326.9,140.7,0.0,13978509.0,0xd54b8d,26.25,19548044.0,15.022283199999999,61.193000100000006,15.022283199999999,61.193000100000006,14.94515,61.19408000000001,14.94515,61.1940833333333,19500000,19548044,2.0,,,678651-145260,SE678651-145260,676720-143363,3160,Skattungen,31.07.2011,15:39,200.0,
51,4.5,5.532958808243728,0.0,0.0,0.0,0.0,2.7443548387096777,11.575463333333333,14.570677419354837,14.102041935483873,12.361853333333332,7.927399999999999,2.90636,0.20735483870967744,17.458333007026503,20.0,20.0,20.0,20.0,19.36057562800629,9.29305995069395,8.691508091514612,13.009552368720492,19.145300045382722,20.0,20.0,20.0,7.05,0.0,0.0,0.0,0.0,1.5,23.8,30.3,25.9,3.1,0.0,0.0,0.0,161.7,0.5530999999999999,161.7,336.2,132.7,0.0,14188433.0,0xd87f91,13.5,11944109.0,16.0907178,60.6618672,16.0907178,60.6618672,16.074279999999998,60.68212,16.0742833333333,60.6821166666667,11900000,11944109,3.5,,,672474-151813,SE672474-151813,671602-154437,3384,Hinsen,01.08.2011,16:10,191.0,
52,4.5,6.196937840501792,0.0,0.0,0.0,0.22473333333333337,5.168135483870967,13.282106666666667,15.575622580645163,14.60537419354839,12.951919999999998,8.532545161290324,3.726116666666667,0.2967000000000001,18.240858076533904,21.0,21.0,21.0,21.0,18.73846216118387,8.450885843016518,9.201973614769623,15.197884351251341,20.30109094818551,21.0,21.0,21.0,7.383333333333333,0.0,0.0,0.0,0.0,5.2,26.0,30.8,23.9,2.7,0.0,0.0,0.0,149.9,0.5096999999999999,149.9,338.0,122.7,0.0,14517017.0,0xdd8319,14.25,12734192.0,11.448828,59.6823068,11.448828,59.6823068,11.413030000000001,59.71388,11.413033333333301,59.7138833333333,12660000,12734192,1.1,327.0,001.GC,,,,180,Øgderen,29.07.2011,16:38,133.0,
53,4.5,6.918366109831029,0.37729032258064515,0.2639642857142857,0.8867645161290323,3.35648,8.171870967741935,13.59699666666667,14.948896774193548,14.156583870967745,12.462546666666666,8.531925806451614,4.692776666666667,1.5742967741935483,19.566320353957863,22.0,22.0,22.0,21.916666666666664,17.27252697629236,10.798259118657295,12.172808009304257,18.712250143240453,21.923333333333332,22.0,22.0,22.0,5.575,0.0,0.0,0.0,0.2,9.7,24.7,22.8,9.2,0.3,0.0,0.0,0.0,74.4,0.2323,89.7,348.6666666666667,74.8,1.1,14847492.0,0xe28e04,48.0,2858212.0,5.8421731,58.8746395,5.8421731,58.8746395,5.84783,58.86005,5.84783333333333,58.86005,2830000,2858212,3.15,65803.0,029.2B,,,,380,Lutsivatn,21.07.2011,12:45,25.0,
54,4.5,6.2032750985663085,0.0,0.0,0.0,0.08539333333333332,6.364306451612903,14.71363333333333,16.37436129032258,15.097590322580647,12.289626666666667,7.270441935483872,2.0804833333333335,0.16346451612903226,14.23234936663107,18.0,18.0,18.0,18.0,12.443043183401986,5.06762351800429,6.087224565845544,8.053455548622146,13.136845583698882,18.0,18.0,18.0,10.583333333333334,0.0,0.0,0.0,0.0,12.1,29.3,31.0,31.0,23.6,0.0,0.0,0.0,160.5,0.4937,163.9,326.2,124.9,0.3,14908440.0,0xe37c18,8.25,1675013.0,15.7017449,59.90598539999999,15.7017449,59.90598539999999,15.702879999999999,59.90368,15.702883333333302,59.903683333333305,1670000,1675013,3.1,,,664197-149337,SE664197-149337,664338-149373,498,Dagarn,05.08.2011,19:30,130.0,
55,4.5,6.987255952380953,0.0,0.06247142857142859,0.18711935483870965,1.5843466666666668,8.65931612903226,16.21745333333333,17.356490322580648,15.721841935483871,12.842406666666665,7.745832258064516,3.0607933333333337,0.409,18.40800711767052,25.0,25.0,25.0,24.71015168113729,13.43116625013115,4.850631492281552,6.04925495927935,8.295805476122585,13.849528503146127,24.709547049948192,25.0,25.0,11.491666666666667,0.0,0.0,0.0,0.4,17.2,30.0,31.0,31.0,26.6,1.7,0.0,0.0,133.0,0.4389,136.6,336.9,108.3,0.3,15314839.0,0xe9af97,30.0,1150273.0,10.0574274,59.1633361,10.0574274,59.1633361,10.05777,59.16333,10.0577666666667,59.1633333333333,1140000,1150273,1.5,377.0,015.AA,,,,481,Åsrumvatnet,26.07.2011,12:30,7.0,
56,4.5,3.625613709677419,0.0,0.0,0.0,0.0,0.12701612903225806,7.45323,12.611409677419354,11.251329032258067,8.77467,3.289709677419355,0.0,0.0,25.21551474150118,30.0,30.0,30.0,30.0,30.0,17.827264234696422,6.961931068083315,12.238642241628458,25.55833935360602,30.0,30.0,30.0,7.075,0.0,0.0,0.0,0.0,0.0,14.4,30.7,29.7,10.1,0.0,0.0,0.0,223.9,0.7955,223.9,297.7,156.4,0.0,15417701.0,0xeb4165,27.6,1517279.0,9.207011,61.016119499999995,9.207011,61.016119499999995,9.215069999999999,61.01255,9.21506666666667,61.01255,1530000,1517279,5.05,576.0,012.LA3,,,,340,Sæbufjorden,16.08.2011,12:40,379.0,
57,4.5,4.708084964157706,0.0,0.0,0.0,0.0,1.0653258064516131,9.609016666666667,13.521493548387095,12.742948387096774,11.152783333333335,6.9407225806451605,1.4361066666666666,0.028622580645161287,20.129890814574054,23.0,23.0,23.0,23.0,22.83382636561911,12.225951984679394,8.489301589144004,15.166653550491734,21.842956284954425,23.0,23.0,23.0,6.6083333333333325,0.0,0.0,0.0,0.0,0.3,19.3,30.7,25.3,3.7,0.0,0.0,0.0,186.1,0.6666,186.1,322.8,143.7,0.0,15443601.0,0xeba691,36.0,13811705.0,10.627168,60.57422929999999,10.627168,60.57422929999999,10.652999999999999,60.53813,10.652999999999999,60.5381333333333,13740000,13811705,3.55,143.0,002.DCD11,,,,326,Einavatnet,10.08.2011,10:00,398.0,
58,4.5,4.340694372759856,0.0,0.0,0.0,0.009266666666666668,1.7128935483870968,8.917973333333332,12.952245161290321,12.061790322580645,9.879333333333332,5.52096129032258,0.9280333333333333,0.10583548387096775,32.36099063958495,37.0,37.0,37.0,37.0,34.608558485066986,23.283049389491477,12.371521764727042,22.812279432702915,36.256478603030935,37.0,37.0,37.0,5.3583333333333325,0.0,0.0,0.0,0.0,2.4,13.5,27.9,19.1,1.4,0.0,0.0,0.0,187.9,0.5898,192.5,315.8,143.1,0.4,15760151.0,0xf07b17,37.5,2071403.0,6.233078099999999,62.1461618,6.233078099999999,62.1461618,6.228619999999999,62.15305,6.22861666666667,62.15305,2050000,2071403,7.0,1945.0,095.D,,,,288,Vatnevatnet,20.07.2011,16:56,90.0,
59,4.5,5.82072211469534,0.0,0.0,0.0,0.0,4.57183870967742,13.804113333333333,15.684209677419355,14.418829032258065,12.169986666666667,7.221216129032259,1.8889266666666669,0.08954516129032257,15.906377105584713,19.0,19.0,19.0,19.0,15.860097906836803,6.39979644219057,7.53520926047654,11.039667267212643,17.041754390299975,19.0,19.0,19.0,9.016666666666667,0.0,0.0,0.0,0.0,7.1,28.2,31.0,29.7,12.2,0.0,0.0,0.0,168.1,0.533,168.7,325.8,129.3,0.1,16548800.0,0xfc83c0,30.0,2931249.0,14.4807063,59.8882583,14.4807063,59.8882583,14.480879999999999,59.8913,14.480883333333301,59.8913,2920000,2931249,3.6,,,664175-142498,SE664175-142498,663942-142417,3027,Nätsjön,03.08.2011,15:40,206.0,
